ShallowCapsNet, mnist
99.67	2.00	4.95	(19, 18, 17, 16, 15, 15)	(9, 5, 5, 5, 4, 4)	(5, 5)
99.36	10.42	2.91	(5, 4, 3, 3, 3, 3)	(11, 11, 11, 11, 11, 11)	(11, 11)
99.65	4.01	4.93	(11, 10, 9, 8, 7, 7)	(9, 5, 5, 5, 5, 5)	(3, 3)
99.56	12.33	2.67	(6, 3, 3, 3, 2, 2)	(12, 12, 12, 12, 12, 12)	(12, 12)
99.57	10.74	3.34	(6, 5, 4, 3, 2, 2)	(10, 10, 9, 7, 7, 7)	(7, 6)
99.57	2.00	5.30	(19, 18, 17, 16, 15, 15)	(7, 6, 5, 4, 4, 4)	(4, 3)
DeepCaps, fashion-mnist
94.61	2.00	4.34	(19, 18, 17, 16, 15, 15)	(8, 7, 7, 7, 7, 7)	(4, 3)
95.04	8.00	2.00	(8, 4, 4, 4, 4, 4)	(16, 16, 16, 16, 16, 16)	(16, 16)
94.95	5.35	3.83	(9, 8, 7, 6, 5, 5)	(9, 8, 8, 8, 7, 7)	(4, 4)
94.28	3.21	4.39	(13, 12, 11, 10, 9, 9)	(8, 7, 7, 6, 6, 6)	(3, 3)
92.38	10.74	2.00	(6, 5, 4, 3, 2, 2)	(16, 16, 16, 16, 16, 16)	(16, 16)
94.78	5.35	4.28	(9, 8, 7, 6, 5, 5)	(9, 7, 6, 6, 6, 6)	(5, 4)
95.14	4.01	4.13	(11, 10, 9, 8, 7, 7)	(9, 7, 7, 7, 7, 7)	(5, 5)
94.23	8.04	2.46	(7, 6, 5, 4, 3, 3)	(13, 13, 13, 13, 13, 13)	(13, 13)
94.30	4.01	4.50	(11, 10, 9, 8, 7, 7)	(8, 7, 6, 6, 6, 6)	(4, 3)
94.71	6.43	4.34	(8, 7, 6, 5, 4, 4)	(8, 7, 7, 7, 7, 7)	(4, 3)
94.89	6.43	4.34	(8, 7, 6, 5, 4, 4)	(8, 7, 7, 7, 7, 7)	(7, 6)
94.61	6.43	4.50	(8, 7, 6, 5, 4, 4)	(8, 7, 6, 6, 6, 6)	(4, 3)
94.98	2.00	3.94	(19, 18, 17, 16, 15, 15)	(10, 7, 7, 7, 7, 7)	(5, 5)
94.82	3.21	4.13	(13, 12, 11, 10, 9, 9)	(9, 7, 7, 7, 7, 7)	(4, 4)
92.39	10.74	2.46	(6, 5, 4, 3, 2, 2)	(13, 13, 13, 13, 13, 13)	(13, 13)
95.09	3.21	3.94	(13, 12, 11, 10, 9, 9)	(10, 7, 7, 7, 7, 7)	(5, 5)
94.49	5.35	4.50	(9, 8, 7, 6, 5, 5)	(8, 7, 6, 6, 6, 6)	(4, 3)
94.78	4.01	4.00	(11, 10, 9, 8, 7, 7)	(8, 8, 8, 8, 8, 8)	(4, 4)
94.24	8.04	3.81	(7, 6, 5, 4, 3, 3)	(9, 9, 7, 6, 6, 6)	(9, 4)
94.14	10.66	2.91	(7, 3, 3, 3, 3, 3)	(11, 11, 11, 11, 11, 11)	(11, 11)
94.68	8.90	2.46	(8, 4, 4, 4, 3, 3)	(13, 13, 13, 13, 13, 13)	(13, 13)
94.19	2.00	4.50	(19, 18, 17, 16, 15, 15)	(8, 7, 6, 6, 6, 6)	(4, 3)
92.40	10.74	2.91	(6, 5, 4, 3, 2, 2)	(11, 11, 11, 11, 11, 11)	(11, 11)
94.26	8.04	2.00	(7, 6, 5, 4, 3, 3)	(16, 16, 16, 16, 16, 16)	(16, 16)
DeepCaps, cifar10
89.10	5.69	1.68	(9, 8, 7, 6, 5, 5)	(19, 19, 19, 19, 19, 19)	(19, 19)
87.75	6.93	1.68	(8, 7, 6, 5, 4, 4)	(19, 19, 19, 19, 19, 19)	(19, 19)
91.13	2.05	2.19	(19, 18, 17, 16, 15, 15)	(15, 15, 14, 12, 10, 10)	(9, 6)
43.51	8.84	2.00	(7, 6, 5, 4, 3, 3)	(16, 16, 16, 16, 16, 16)	(16, 16)
10.00	12.22	2.00	(6, 5, 4, 3, 2, 2)	(16, 16, 16, 16, 16, 16)	(16, 16)
90.90	2.05	2.98	(19, 18, 17, 16, 15, 15)	(11, 11, 10, 10, 10, 10)	(9, 6)
90.40	2.05	3.16	(19, 18, 17, 16, 15, 15)	(11, 10, 9, 9, 9, 9)	(8, 4)
90.41	7.06	2.00	(10, 6, 6, 6, 6, 3)	(16, 16, 16, 16, 16, 16)	(16, 16)
43.54	8.84	1.68	(7, 6, 5, 4, 3, 3)	(19, 19, 19, 19, 19, 19)	(19, 19)
90.35	3.01	3.28	(14, 13, 12, 11, 10, 10)	(11, 9, 9, 9, 9, 9)	(8, 4)
89.13	5.69	2.00	(9, 8, 7, 6, 5, 5)	(16, 16, 16, 16, 16, 16)	(16, 16)
90.89	6.37	2.00	(10, 6, 6, 6, 6, 4)	(16, 16, 16, 16, 16, 16)	(16, 16)
90.82	4.20	3.08	(11, 10, 9, 8, 7, 7)	(11, 10, 10, 10, 10, 10)	(8, 5)
91.23	5.11	1.68	(10, 8, 8, 8, 6, 5)	(19, 19, 19, 19, 19, 19)	(19, 19)
87.83	6.93	2.00	(8, 7, 6, 5, 4, 4)	(16, 16, 16, 16, 16, 16)	(16, 16)
91.18	3.01	2.61	(14, 13, 12, 11, 10, 10)	(15, 11, 10, 10, 10, 10)	(11, 6)
90.62	4.20	3.28	(11, 10, 9, 8, 7, 7)	(11, 9, 9, 9, 9, 9)	(7, 4)
10.00	12.22	1.68	(6, 5, 4, 3, 2, 2)	(19, 19, 19, 19, 19, 19)	(19, 19)
91.08	4.20	2.49	(11, 10, 9, 8, 7, 7)	(13, 13, 13, 11, 10, 10)	(9, 5)
90.91	3.01	2.91	(14, 13, 12, 11, 10, 10)	(11, 11, 11, 11, 10, 10)	(8, 6)
